idx,first_piece,reference_second_piece,guided_output,general_output,rougeL_guided,rougeL_general,delta_guided_minus_general
129,"Bellevue University is the official campus app for current Bellevue students. Access news, events, calendars, clubs, social media, maps and more. Stay organized with your classes and assignments through the timetable. Connect with the campus community through the campus feed.Features to help you with your student life + Classes - Manage your classes, create to-dos & reminders, and stay on top of assignments. + Events - Find what events are happening on campus. + Tour - Explore and get to know your campus + Deals - Access exclusive discounts + Campus Services - Learn about what services are offered + Groups & Clubs - Find out about clubs on campus and how to get involved + Campus Feed - Join the campus discussion.","+ Campus Map - Get directions to classes, events and departments + Students List - Communicate with fellow students",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
130,"Infinite Passengers adds the elements of airline fleet, passenger satisfaction and pilot skills to Infinite Flight.Here are just a few of the current features:• Create virtual airline, purchase aircraft, recruit pilots• Play airline boarding music and safety announcements• Simulate emergencies• V Speed callouts• Test your piloting skills• Connect to Infinite Flight and get a report on the professionalism of your flight• Monitors air speed, taxi speed, bank angles, g-forces and more• Add passengers to your flights.",The better you fly the higher your airline rating and the more passengers and income you receive.See videos: https://www.youtube.com/watch?v=I5rsCEdAi9k,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
131,"This calculator is simple and nicely calculator app designed for Android devices for free.Designed for everyday calculation, arithmetic operations, calculate percentage.Download and try this useful app!UI DesignSimple and intuitive interface for easy to use.Beautiful display, large button, nicely elegant themes.CalculationBasic arithmetic operations.+ ,-,×,÷Useful memory is available.Calculate percentage for tax, statistical, mathematic homeworkpercentage calculation example: 200 + 8% = 216 200 - 8% = 184 200 × 8% = 16 200 ÷ 8% = 2500Also FeaturedUsefully backspace button to delete the last digit by digit.Calculation history is saving.","Make single tap the result line for copy to clipboard.That is so useful.Calculating taxes, doing homework, and for your everyday.You can calculate basic calculation, percentage so easily.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
132,"More than a dating app, we are a Relationship Platform. A platform to find meaningful connections based on","shared Moods, Interests, and Astrological compatibility.#Life is short, make it worth remembering.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
133,"Sports Car Photo EditsSports Car Photo Edits has never been easier in a couple of seconds. Sports Car Photo Edits can beautify all your photos and make the best moments of your life unforgettable.Photo edits with Sports CarSports Car Photo Edits Just choose what kind of effect you want to achieve.you'll definitely enjoy this best picture editor.Sports Car Photo Edits is so easy to make a real work of art, because you will find so amazing Car in this the newest Edits. Adjust photographs of your friends into cool Sports Car Photo Edits decorated with Overlays and express your creativity.Main features:-➥ Select a photo from the gallery of your phone and use this image editor to decorate.➥ Free hand crop,Rotate, scale, zoom in, zoom out or drag the photo to fit as you like!➥ Choose different Sports Car and colors,Backgrounds and try them all out!➥ Place Text as you want with Multicolor text.",➥ Set Photo direction.➥ Added 50+ Stickers ➥ Add color effects to photo➥ Set Overlay ➥ This app supports all screen resolutions of mobile and tablet devices.➥ Save your new picture and share it instantly on social networks !➥ You'll have the most beautiful picturesDownload this free Sports Car Photo Edits app and let the photo fun started!!,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
134,"Why waste time and anger looking for parking? Book your parking in one click!Pink Park allows you to book privately owned parking spots on an hourly/daily basisAsk our app for parking and choose one spot out of over 1000 spots in residential buildings, office buildings and parking lots. Compare pricing with Pink Park and get useful information about each spot Choose your preferred parking spot and we will reserve it for you Relax, and drive with ease to your reserved spot.","t. You may navigate with ""Waze"" and open parking barriers with a click of a buttonEnd your lease at any time and you'll be charged accordingly – there is no subscription fee. We will send you a recite to your e-mail A modern and easy way to mobilize is at the tips of your fingers",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0179,0.0179,0.0
135,"Cristiano Ronaldo, one of the best soccer players on the planet? Discover the fantastic stickers of Ronaldo CR7!The Ronaldo Cr7 Stickers app for WhatsApp","has finally arrived.Absolutely free stickers for WhatsApp chat, use Cristiano Ronaldo's cr7 stickers to communicate with your friends and family.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0455,0.0455,0.0
136,"Music Player with intuitive UI design, lets you access all your music collections on your device quickly and easily. It supports powerful features like equalizer, managing playlists, quick music search and many more.Key features: ✔ Browse and play your music collection by albums, artists, genres, songs and folder.✔ 5 Band Equalizer with Bass Boost, 3D Reverb Effects, Virtualizer & 10 amazing presets.✔ Swipe to change songs in Play Screen.✔ Create and edit playlist.✔ Ringtone Cutter to precisely cut any mp3 file.✔ Quick music search by albums, artists and songs.✔ Sleep Timer.✔ Home screen Widget with playlist.✔ Lock screen controls with Full Screen Album Art.✔ Share Music files by Bluetooth, Gmail, Drive and many others.✔ Control your music with a buttons on your headset.✔ Bluetooth audio control from your headset or car.✔ customizable themes.",✔ Lyric support with external link.✔ Edit the song details.✔ Supports shuffle and repeat mode.✔ Podcast support and Local video browser.Please Note: This is not a music Downloader,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
137,"PropEase is a Property Management mobile application that aims to revolutionise the property industry by eliminating the traditional hassles of overseas property purchase and ownership. PropEase empowers Users to Organize, Manage and Grow (OMG) their property portfolios with Ease.Select from our list of relevant professional service providers who offer a range of services from administrative handover process for unit inspection, curated furnishing packages, securing new tenants and property maintenance. Get real-time updates on the unit defects and rectification process, rental payment reminders to ensure timely payment, construction updates on your new property purchases etc.No more unnecessary travelling to settle the administrative process for handover.",Save time and reduce cost in growing your property portfolio. Hassle-free and convenience at your fingertips.Have your property delivered to you through PropEase!,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
138,"Lotto platform, a specialized platform for eCommerce from China, gives you an eStore, three warehouses in China, America and Saudi Arabia","to store goods, also Provides shipping services and many other logistics services such as packaging and sorting.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
139,"◆ Velocity VPN Master - Free, Unlimited, Proxy App100% Free Unlimited! Velocity VPN is completely anonymous. Without any registration. The best free, unlimited, proxy app for android. To proxy sites, watch videos and movies, protect your privacy. such as: Line, WeChat, Instagram, Snapchat, Twitter, Facebook, WhatsApp.◆ Unlimited speed, unlimited time.Easy to use, one-touch connection.Connect to the fastest and most recent VPN proxy server.How does Velocity VPN Work?Velocity VPN encrypts your data and safely connects you to any web site or mobile app.","Mobile virtual private networks are used in settings where an endpoint of the VPN is not fixed to a single IP address. Velocity VPN creates a secure, encrypted “tunnel” over the internet between your smartphone or tablet and whatever website or app you are trying to access to keeps you safe by directing your data traffic through our secure servers.Try it now.If you have any feedback or suggestions, please send an email to:mgdev888@gmail.com",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
